instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,season_label,weather_label,weekday_label,temp_c,feels_like_c,humidity_pct,windspeed_scaled,cnt_iqr_high
11987,2012-05-19,2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,356,316,672,2012-05-19 15:00:00,summer,clear_or_partly_cloudy,saturday,29.52,32.574999999999996,30.0,7.0015,True
11988,2012-05-19,2,1,5,16,0,6,0,1,0.74,0.6515,0.3,0.1045,331,311,642,2012-05-19 16:00:00,summer,clear_or_partly_cloudy,saturday,30.34,32.574999999999996,30.0,7.0015,False
11989,2012-05-19,2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,279,347,626,2012-05-19 17:00:00,summer,clear_or_partly_cloudy,saturday,30.34,32.574999999999996,30.0,6.0032,False
11990,2012-05-19,2,1,5,18,0,6,0,1,0.74,0.6515,0.33,0.0896,254,391,645,2012-05-19 18:00:00,summer,clear_or_partly_cloudy,saturday,30.34,32.574999999999996,33.0,6.0032,True
11991,2012-05-19,2,1,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343,203,229,432,2012-05-19 19:00:00,summer,clear_or_partly_cloudy,saturday,28.7,31.819999999999997,39.0,8.9981,False
11992,2012-05-19,2,1,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896,118,197,315,2012-05-19 20:00:00,summer,clear_or_partly_cloudy,saturday,27.880000000000003,31.819999999999997,41.0,6.0032,False
11993,2012-05-19,2,1,5,21,0,6,0,1,0.64,0.6212,0.5,0.0,81,178,259,2012-05-19 21:00:00,summer,clear_or_partly_cloudy,saturday,26.240000000000002,31.06,50.0,0.0,False
11994,2012-05-19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0.0,104,234,338,2012-05-19 22:00:00,summer,clear_or_partly_cloudy,saturday,26.240000000000002,31.06,47.0,0.0,False
11995,2012-05-19,2,1,5,23,0,6,0,1,0.6,0.6212,0.56,0.1642,71,168,239,2012-05-19 23:00:00,summer,clear_or_partly_cloudy,saturday,24.599999999999998,31.06,56.00000000000001,11.0014,False
11996,2012-05-20,2,1,5,0,0,0,0,1,0.58,0.5455,0.53,0.1045,42,128,170,2012-05-20 00:00:00,summer,clear_or_partly_cloudy,sunday,23.779999999999998,27.275,53.0,7.0015,False
11997,2012-05-20,2,1,5,1,0,0,0,1,0.56,0.5303,0.52,0.0,28,102,130,2012-05-20 01:00:00,summer,clear_or_partly_cloudy,sunday,22.96,26.515,52.0,0.0,False
11998,2012-05-20,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0.0,36,62,98,2012-05-20 02:00:00,summer,clear_or_partly_cloudy,sunday,22.96,26.515,52.0,0.0,False
11999,2012-05-20,2,1,5,3,0,0,0,1,0.54,0.5152,0.56,0.0896,26,40,66,2012-05-20 03:00:00,summer,clear_or_partly_cloudy,sunday,22.14,25.759999999999998,56.00000000000001,6.0032,False
12000,2012-05-20,2,1,5,4,0,0,0,1,0.52,0.5,0.68,0.0896,2,14,16,2012-05-20 04:00:00,summer,clear_or_partly_cloudy,sunday,21.32,25.0,68.0,6.0032,False
12001,2012-05-20,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,1,7,8,2012-05-20 05:00:00,summer,clear_or_partly_cloudy,sunday,20.5,24.240000000000002,72.0,7.0015,False
12002,2012-05-20,2,1,5,6,0,0,0,1,0.5,0.4848,0.63,0.1343,4,21,25,2012-05-20 06:00:00,summer,clear_or_partly_cloudy,sunday,20.5,24.240000000000002,63.0,8.9981,False
12003,2012-05-20,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.194,35,55,90,2012-05-20 07:00:00,summer,clear_or_partly_cloudy,sunday,21.32,25.0,68.0,12.998000000000001,False
12004,2012-05-20,2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,51,120,171,2012-05-20 08:00:00,summer,clear_or_partly_cloudy,sunday,22.96,26.515,56.00000000000001,11.0014,False
12005,2012-05-20,2,1,5,9,0,0,0,1,0.62,0.6212,0.32,0.2537,129,184,313,2012-05-20 09:00:00,summer,clear_or_partly_cloudy,sunday,25.419999999999998,31.06,32.0,16.997899999999998,False
12006,2012-05-20,2,1,5,10,0,0,0,1,0.66,0.6212,0.34,0.2985,174,258,432,2012-05-20 10:00:00,summer,clear_or_partly_cloudy,sunday,27.060000000000002,31.06,34.0,19.999499999999998,False
12007,2012-05-20,2,1,5,11,0,0,0,1,0.66,0.6212,0.36,0.3284,258,323,581,2012-05-20 11:00:00,summer,clear_or_partly_cloudy,sunday,27.060000000000002,31.06,36.0,22.0028,False
12008,2012-05-20,2,1,5,12,0,0,0,1,0.68,0.6364,0.36,0.3284,247,390,637,2012-05-20 12:00:00,summer,clear_or_partly_cloudy,sunday,27.880000000000003,31.819999999999997,36.0,22.0028,False
12009,2012-05-20,2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,244,363,607,2012-05-20 13:00:00,summer,clear_or_partly_cloudy,sunday,28.7,31.819999999999997,37.0,19.0012,False
12010,2012-05-20,2,1,5,14,0,0,0,1,0.72,0.6515,0.39,0.3881,236,307,543,2012-05-20 14:00:00,summer,clear_or_partly_cloudy,sunday,29.52,32.574999999999996,39.0,26.0027,False
12011,2012-05-20,2,1,5,15,0,0,0,2,0.7,0.6364,0.39,0.4179,246,256,502,2012-05-20 15:00:00,summer,mist_or_cloudy,sunday,28.7,31.819999999999997,39.0,27.999299999999998,False
12012,2012-05-20,2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.3582,238,339,577,2012-05-20 16:00:00,summer,clear_or_partly_cloudy,sunday,29.52,32.574999999999996,42.0,23.9994,False
12013,2012-05-20,2,1,5,17,0,0,0,1,0.72,0.6515,0.45,0.3284,209,340,549,2012-05-20 17:00:00,summer,clear_or_partly_cloudy,sunday,29.52,32.574999999999996,45.0,22.0028,False
12014,2012-05-20,2,1,5,18,0,0,0,1,0.7,0.6515,0.51,0.3284,146,328,474,2012-05-20 18:00:00,summer,clear_or_partly_cloudy,sunday,28.7,32.574999999999996,51.0,22.0028,False
12015,2012-05-20,2,1,5,19,0,0,0,1,0.66,0.6212,0.61,0.4179,142,260,402,2012-05-20 19:00:00,summer,clear_or_partly_cloudy,sunday,27.060000000000002,31.06,61.0,27.999299999999998,False
12016,2012-05-20,2,1,5,20,0,0,0,1,0.66,0.6212,0.61,0.4179,83,191,274,2012-05-20 20:00:00,summer,clear_or_partly_cloudy,sunday,27.060000000000002,31.06,61.0,27.999299999999998,False
12017,2012-05-20,2,1,5,21,0,0,0,1,0.64,0.6061,0.69,0.3881,51,182,233,2012-05-20 21:00:00,summer,clear_or_partly_cloudy,sunday,26.240000000000002,30.305,69.0,26.0027,False
12018,2012-05-20,2,1,5,22,0,0,0,1,0.62,0.5909,0.73,0.3284,44,101,145,2012-05-20 22:00:00,summer,clear_or_partly_cloudy,sunday,25.419999999999998,29.544999999999998,73.0,22.0028,False
12019,2012-05-20,2,1,5,23,0,0,0,3,0.6,0.5758,0.78,0.3582,32,54,86,2012-05-20 23:00:00,summer,light_rain_or_snow,sunday,24.599999999999998,28.79,78.0,23.9994,False
12020,2012-05-21,2,1,5,0,0,1,1,3,0.58,0.5455,0.88,0.2985,12,28,40,2012-05-21 00:00:00,summer,light_rain_or_snow,monday,23.779999999999998,27.275,88.0,19.999499999999998,False
12021,2012-05-21,2,1,5,1,0,1,1,3,0.58,0.5455,0.88,0.3582,4,11,15,2012-05-21 01:00:00,summer,light_rain_or_snow,monday,23.779999999999998,27.275,88.0,23.9994,False
12022,2012-05-21,2,1,5,2,0,1,1,3,0.56,0.5303,0.94,0.2537,2,9,11,2012-05-21 02:00:00,summer,light_rain_or_snow,monday,22.96,26.515,94.0,16.997899999999998,False
12023,2012-05-21,2,1,5,3,0,1,1,2,0.56,0.5303,0.88,0.2985,0,2,2,2012-05-21 03:00:00,summer,mist_or_cloudy,monday,22.96,26.515,88.0,19.999499999999998,False
12024,2012-05-21,2,1,5,4,0,1,1,3,0.56,0.5303,0.88,0.2985,2,5,7,2012-05-21 04:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,19.999499999999998,False
12025,2012-05-21,2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985,1,14,15,2012-05-21 05:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,19.999499999999998,False
12026,2012-05-21,2,1,5,6,0,1,1,3,0.56,0.5303,0.88,0.2985,3,76,79,2012-05-21 06:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,19.999499999999998,False
12027,2012-05-21,2,1,5,7,0,1,1,3,0.56,0.5303,0.88,0.2985,7,146,153,2012-05-21 07:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,19.999499999999998,False
12028,2012-05-21,2,1,5,8,0,1,1,3,0.56,0.5303,0.88,0.2537,12,258,270,2012-05-21 08:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,16.997899999999998,False
12029,2012-05-21,2,1,5,9,0,1,1,3,0.56,0.5303,0.88,0.2239,14,172,186,2012-05-21 09:00:00,summer,light_rain_or_snow,monday,22.96,26.515,88.0,15.001299999999999,False
12030,2012-05-21,2,1,5,10,0,1,1,3,0.58,0.5455,0.88,0.2836,28,71,99,2012-05-21 10:00:00,summer,light_rain_or_snow,monday,23.779999999999998,27.275,88.0,19.0012,False
12031,2012-05-21,2,1,5,11,0,1,1,2,0.6,0.5606,0.83,0.1642,24,82,106,2012-05-21 11:00:00,summer,mist_or_cloudy,monday,24.599999999999998,28.03,83.0,11.0014,False
12032,2012-05-21,2,1,5,12,0,1,1,2,0.6,0.5606,0.83,0.2537,46,124,170,2012-05-21 12:00:00,summer,mist_or_cloudy,monday,24.599999999999998,28.03,83.0,16.997899999999998,False
12033,2012-05-21,2,1,5,13,0,1,1,3,0.6,0.5606,0.83,0.2537,49,135,184,2012-05-21 13:00:00,summer,light_rain_or_snow,monday,24.599999999999998,28.03,83.0,16.997899999999998,False
12034,2012-05-21,2,1,5,14,0,1,1,3,0.6,0.5606,0.83,0.194,45,135,180,2012-05-21 14:00:00,summer,light_rain_or_snow,monday,24.599999999999998,28.03,83.0,12.998000000000001,False
12035,2012-05-21,2,1,5,15,0,1,1,2,0.64,0.6061,0.73,0.194,67,158,225,2012-05-21 15:00:00,summer,mist_or_cloudy,monday,26.240000000000002,30.305,73.0,12.998000000000001,False
12036,2012-05-21,2,1,5,16,0,1,1,2,0.64,0.6061,0.73,0.2537,46,269,315,2012-05-21 16:00:00,summer,mist_or_cloudy,monday,26.240000000000002,30.305,73.0,16.997899999999998,False
12037,2012-05-21,2,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,40,468,508,2012-05-21 17:00:00,summer,mist_or_cloudy,monday,27.060000000000002,31.06,69.0,16.997899999999998,False
12038,2012-05-21,2,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,52,478,530,2012-05-21 18:00:00,summer,clear_or_partly_cloudy,monday,26.240000000000002,30.305,73.0,7.0015,False
12039,2012-05-21,2,1,5,19,0,1,1,1,0.66,0.6212,0.69,0.0896,57,391,448,2012-05-21 19:00:00,summer,clear_or_partly_cloudy,monday,27.060000000000002,31.06,69.0,6.0032,False
12040,2012-05-21,2,1,5,20,0,1,1,1,0.64,0.6061,0.69,0.1343,44,292,336,2012-05-21 20:00:00,summer,clear_or_partly_cloudy,monday,26.240000000000002,30.305,69.0,8.9981,False
12041,2012-05-21,2,1,5,21,0,1,1,1,0.62,0.6061,0.69,0.0896,31,210,241,2012-05-21 21:00:00,summer,clear_or_partly_cloudy,monday,25.419999999999998,30.305,69.0,6.0032,False
12042,2012-05-21,2,1,5,22,0,1,1,2,0.62,0.5909,0.73,0.1642,26,116,142,2012-05-21 22:00:00,summer,mist_or_cloudy,monday,25.419999999999998,29.544999999999998,73.0,11.0014,False
12043,2012-05-21,2,1,5,23,0,1,1,1,0.62,0.5909,0.73,0.2836,18,79,97,2012-05-21 23:00:00,summer,clear_or_partly_cloudy,monday,25.419999999999998,29.544999999999998,73.0,19.0012,False
12044,2012-05-22,2,1,5,0,0,2,1,1,0.58,0.5455,0.83,0.2537,10,26,36,2012-05-22 00:00:00,summer,clear_or_partly_cloudy,tuesday,23.779999999999998,27.275,83.0,16.997899999999998,False
12045,2012-05-22,2,1,5,1,0,2,1,2,0.58,0.5455,0.83,0.1343,11,16,27,2012-05-22 01:00:00,summer,mist_or_cloudy,tuesday,23.779999999999998,27.275,83.0,8.9981,False
12046,2012-05-22,2,1,5,2,0,2,1,2,0.58,0.5455,0.83,0.1045,1,10,11,2012-05-22 02:00:00,summer,mist_or_cloudy,tuesday,23.779999999999998,27.275,83.0,7.0015,False
12047,2012-05-22,2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,0,5,5,2012-05-22 03:00:00,summer,mist_or_cloudy,tuesday,23.779999999999998,27.275,83.0,7.0015,False
12048,2012-05-22,2,1,5,4,0,2,1,2,0.56,0.5303,0.88,0.1642,0,7,7,2012-05-22 04:00:00,summer,mist_or_cloudy,tuesday,22.96,26.515,88.0,11.0014,False
12049,2012-05-22,2,1,5,5,0,2,1,3,0.56,0.5303,0.88,0.194,0,17,17,2012-05-22 05:00:00,summer,light_rain_or_snow,tuesday,22.96,26.515,88.0,12.998000000000001,False
12050,2012-05-22,2,1,5,6,0,2,1,3,0.56,0.5303,0.88,0.1045,8,129,137,2012-05-22 06:00:00,summer,light_rain_or_snow,tuesday,22.96,26.515,88.0,7.0015,False
12051,2012-05-22,2,1,5,7,0,2,1,3,0.56,0.5303,0.88,0.1045,9,315,324,2012-05-22 07:00:00,summer,light_rain_or_snow,tuesday,22.96,26.515,88.0,7.0015,False
12052,2012-05-22,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,20,570,590,2012-05-22 08:00:00,summer,mist_or_cloudy,tuesday,22.96,26.515,88.0,8.9981,False
12053,2012-05-22,2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,46,287,333,2012-05-22 09:00:00,summer,mist_or_cloudy,tuesday,24.599999999999998,28.03,83.0,7.0015,False
12054,2012-05-22,2,1,5,10,0,2,1,2,0.6,0.5758,0.78,0.0896,52,148,200,2012-05-22 10:00:00,summer,mist_or_cloudy,tuesday,24.599999999999998,28.79,78.0,6.0032,False
12055,2012-05-22,2,1,5,11,0,2,1,2,0.6,0.5758,0.78,0.0,39,150,189,2012-05-22 11:00:00,summer,mist_or_cloudy,tuesday,24.599999999999998,28.79,78.0,0.0,False
12056,2012-05-22,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,76,178,254,2012-05-22 12:00:00,summer,mist_or_cloudy,tuesday,25.419999999999998,29.544999999999998,78.0,7.0015,False
12057,2012-05-22,2,1,5,13,0,2,1,2,0.64,0.6061,0.73,0.0,48,195,243,2012-05-22 13:00:00,summer,mist_or_cloudy,tuesday,26.240000000000002,30.305,73.0,0.0,False
12058,2012-05-22,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.1045,73,149,222,2012-05-22 14:00:00,summer,mist_or_cloudy,tuesday,26.240000000000002,30.305,73.0,7.0015,False
12059,2012-05-22,2,1,5,15,0,2,1,1,0.7,0.6515,0.61,0.0896,54,191,245,2012-05-22 15:00:00,summer,clear_or_partly_cloudy,tuesday,28.7,32.574999999999996,61.0,6.0032,False
12060,2012-05-22,2,1,5,16,0,2,1,1,0.68,0.6364,0.61,0.1045,70,316,386,2012-05-22 16:00:00,summer,clear_or_partly_cloudy,tuesday,27.880000000000003,31.819999999999997,61.0,7.0015,False
12061,2012-05-22,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,69,716,785,2012-05-22 17:00:00,summer,clear_or_partly_cloudy,tuesday,29.52,33.335,54.0,0.0,True
12062,2012-05-22,2,1,5,18,0,2,1,1,0.68,0.6364,0.61,0.1343,76,709,785,2012-05-22 18:00:00,summer,clear_or_partly_cloudy,tuesday,27.880000000000003,31.819999999999997,61.0,8.9981,True
12063,2012-05-22,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.2239,44,320,364,2012-05-22 19:00:00,summer,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,69.0,15.001299999999999,False
12064,2012-05-22,2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,54,319,373,2012-05-22 20:00:00,summer,clear_or_partly_cloudy,tuesday,26.240000000000002,30.305,73.0,16.997899999999998,False
12065,2012-05-22,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,28,233,261,2012-05-22 21:00:00,summer,clear_or_partly_cloudy,tuesday,25.419999999999998,29.544999999999998,78.0,8.9981,False
12066,2012-05-22,2,1,5,22,0,2,1,1,0.62,0.5909,0.73,0.0896,17,157,174,2012-05-22 22:00:00,summer,clear_or_partly_cloudy,tuesday,25.419999999999998,29.544999999999998,73.0,6.0032,False
12067,2012-05-22,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,14,91,105,2012-05-22 23:00:00,summer,clear_or_partly_cloudy,tuesday,25.419999999999998,29.544999999999998,73.0,7.0015,False
12068,2012-05-23,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,19,28,47,2012-05-23 00:00:00,summer,clear_or_partly_cloudy,wednesday,25.419999999999998,29.544999999999998,78.0,8.9981,False
12069,2012-05-23,2,1,5,1,0,3,1,1,0.6,0.5606,0.83,0.1642,23,9,32,2012-05-23 01:00:00,summer,clear_or_partly_cloudy,wednesday,24.599999999999998,28.03,83.0,11.0014,False
12070,2012-05-23,2,1,5,2,0,3,1,2,0.6,0.5606,0.83,0.1642,2,10,12,2012-05-23 02:00:00,summer,mist_or_cloudy,wednesday,24.599999999999998,28.03,83.0,11.0014,False
12071,2012-05-23,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,0,5,5,2012-05-23 03:00:00,summer,clear_or_partly_cloudy,wednesday,24.599999999999998,28.79,78.0,7.0015,False
12072,2012-05-23,2,1,5,4,0,3,1,3,0.58,0.5455,0.83,0.194,0,3,3,2012-05-23 04:00:00,summer,light_rain_or_snow,wednesday,23.779999999999998,27.275,83.0,12.998000000000001,False
12073,2012-05-23,2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,6,29,35,2012-05-23 05:00:00,summer,light_rain_or_snow,wednesday,22.96,26.515,88.0,16.997899999999998,False
12074,2012-05-23,2,1,5,6,0,3,1,1,0.56,0.5303,0.88,0.1045,6,154,160,2012-05-23 06:00:00,summer,clear_or_partly_cloudy,wednesday,22.96,26.515,88.0,7.0015,False
12075,2012-05-23,2,1,5,7,0,3,1,1,0.58,0.5455,0.83,0.0,16,452,468,2012-05-23 07:00:00,summer,clear_or_partly_cloudy,wednesday,23.779999999999998,27.275,83.0,0.0,False
12076,2012-05-23,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,38,681,719,2012-05-23 08:00:00,summer,clear_or_partly_cloudy,wednesday,23.779999999999998,27.275,83.0,0.0,True
12077,2012-05-23,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0.0,39,258,297,2012-05-23 09:00:00,summer,mist_or_cloudy,wednesday,25.419999999999998,29.544999999999998,78.0,0.0,False
12078,2012-05-23,2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,52,139,191,2012-05-23 10:00:00,summer,clear_or_partly_cloudy,wednesday,25.419999999999998,29.544999999999998,78.0,6.0032,False
12079,2012-05-23,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197,2012-05-23 11:00:00,summer,clear_or_partly_cloudy,wednesday,26.240000000000002,30.305,73.0,0.0,False
12080,2012-05-23,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248,2012-05-23 12:00:00,summer,mist_or_cloudy,wednesday,27.060000000000002,31.06,69.0,6.0032,False
12081,2012-05-23,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270,2012-05-23 13:00:00,summer,mist_or_cloudy,wednesday,27.060000000000002,31.06,74.0,11.0014,False
12082,2012-05-23,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,67,181,248,2012-05-23 14:00:00,summer,clear_or_partly_cloudy,wednesday,27.880000000000003,31.819999999999997,65.0,8.9981,False
12083,2012-05-23,2,1,5,15,0,3,1,2,0.7,0.6515,0.61,0.0,65,192,257,2012-05-23 15:00:00,summer,mist_or_cloudy,wednesday,28.7,32.574999999999996,61.0,0.0,False
12084,2012-05-23,2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,62,216,278,2012-05-23 16:00:00,summer,light_rain_or_snow,wednesday,28.7,32.574999999999996,61.0,6.0032,False
12085,2012-05-23,2,1,5,17,0,3,1,3,0.64,0.6061,0.69,0.1045,45,240,285,2012-05-23 17:00:00,summer,light_rain_or_snow,wednesday,26.240000000000002,30.305,69.0,7.0015,False
12086,2012-05-23,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,31,296,327,2012-05-23 18:00:00,summer,light_rain_or_snow,wednesday,26.240000000000002,30.305,69.0,7.0015,False
12087,2012-05-23,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,40,336,376,2012-05-23 19:00:00,summer,mist_or_cloudy,wednesday,25.419999999999998,28.79,83.0,11.0014,False
12088,2012-05-23,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,28,267,295,2012-05-23 20:00:00,summer,mist_or_cloudy,wednesday,25.419999999999998,28.79,83.0,6.0032,False
12089,2012-05-23,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0.0,24,221,245,2012-05-23 21:00:00,summer,mist_or_cloudy,wednesday,25.419999999999998,28.79,83.0,0.0,False
12090,2012-05-23,2,1,5,22,0,3,1,2,0.62,0.5758,0.83,0.1642,23,136,159,2012-05-23 22:00:00,summer,mist_or_cloudy,wednesday,25.419999999999998,28.79,83.0,11.0014,False
12091,2012-05-23,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,23,83,106,2012-05-23 23:00:00,summer,clear_or_partly_cloudy,wednesday,24.599999999999998,28.03,83.0,8.9981,False
12092,2012-05-24,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896,7,49,56,2012-05-24 00:00:00,summer,clear_or_partly_cloudy,thursday,24.599999999999998,28.03,83.0,6.0032,False
12093,2012-05-24,2,1,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,9,21,30,2012-05-24 01:00:00,summer,clear_or_partly_cloudy,thursday,24.599999999999998,27.275,88.0,6.0032,False
12094,2012-05-24,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0.0,1,15,16,2012-05-24 02:00:00,summer,clear_or_partly_cloudy,thursday,24.599999999999998,27.275,88.0,0.0,False
12095,2012-05-24,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,1,3,4,2012-05-24 03:00:00,summer,mist_or_cloudy,thursday,24.599999999999998,27.275,88.0,7.0015,False
12096,2012-05-24,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,0,5,5,2012-05-24 04:00:00,summer,mist_or_cloudy,thursday,24.599999999999998,27.275,88.0,11.0014,False
12097,2012-05-24,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,1,29,30,2012-05-24 05:00:00,summer,mist_or_cloudy,thursday,24.599999999999998,27.275,88.0,11.0014,False
12098,2012-05-24,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,10,146,156,2012-05-24 06:00:00,summer,mist_or_cloudy,thursday,24.599999999999998,27.275,88.0,11.0014,False
12099,2012-05-24,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,22,393,415,2012-05-24 07:00:00,summer,clear_or_partly_cloudy,thursday,24.599999999999998,28.03,83.0,7.0015,False
12100,2012-05-24,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692,2012-05-24 08:00:00,summer,clear_or_partly_cloudy,thursday,25.419999999999998,29.544999999999998,73.0,8.9981,True
12101,2012-05-24,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,34,267,301,2012-05-24 09:00:00,summer,clear_or_partly_cloudy,thursday,25.419999999999998,29.544999999999998,73.0,11.0014,False
12102,2012-05-24,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,47,138,185,2012-05-24 10:00:00,summer,clear_or_partly_cloudy,thursday,26.240000000000002,30.305,65.0,8.9981,False
12103,2012-05-24,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221,2012-05-24 11:00:00,summer,clear_or_partly_cloudy,thursday,27.060000000000002,31.06,65.0,8.9981,False
12104,2012-05-24,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289,2012-05-24 12:00:00,summer,clear_or_partly_cloudy,thursday,28.7,32.574999999999996,57.99999999999999,7.0015,False
12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,2012-05-24 13:00:00,summer,clear_or_partly_cloudy,thursday,29.52,33.335,54.0,11.0014,False
12106,2012-05-24,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252,2012-05-24 14:00:00,summer,clear_or_partly_cloudy,thursday,30.34,34.089999999999996,55.00000000000001,15.001299999999999,False
12107,2012-05-24,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,69,222,291,2012-05-24 15:00:00,summer,clear_or_partly_cloudy,thursday,30.34,34.089999999999996,55.00000000000001,16.997899999999998,False
12108,2012-05-24,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,61,329,390,2012-05-24 16:00:00,summer,clear_or_partly_cloudy,thursday,30.34,34.089999999999996,55.00000000000001,23.9994,False
12109,2012-05-24,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,120,678,798,2012-05-24 17:00:00,summer,clear_or_partly_cloudy,thursday,30.34,34.089999999999996,55.00000000000001,19.0012,True
12110,2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752,2012-05-24 18:00:00,summer,clear_or_partly_cloudy,thursday,29.52,33.335,54.0,22.0028,True
12111,2012-05-24,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,2012-05-24 19:00:00,summer,clear_or_partly_cloudy,thursday,28.7,32.574999999999996,61.0,19.999499999999998,False
12112,2012-05-24,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398,2012-05-24 20:00:00,summer,mist_or_cloudy,thursday,27.060000000000002,31.06,69.0,19.0012,False
12113,2012-05-24,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,2012-05-24 21:00:00,summer,light_rain_or_snow,thursday,26.240000000000002,29.544999999999998,78.0,11.0014,False
12114,2012-05-24,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243,2012-05-24 22:00:00,summer,mist_or_cloudy,thursday,26.240000000000002,29.544999999999998,78.0,7.0015,False
12115,2012-05-24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167,2012-05-24 23:00:00,summer,mist_or_cloudy,thursday,26.240000000000002,29.544999999999998,78.0,8.9981,False
12116,2012-05-25,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,10,63,73,2012-05-25 00:00:00,summer,clear_or_partly_cloudy,friday,25.419999999999998,28.79,83.0,8.9981,False
12117,2012-05-25,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,8,34,42,2012-05-25 01:00:00,summer,clear_or_partly_cloudy,friday,25.419999999999998,28.79,83.0,6.0032,False
